,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches,-9999
2321,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1.0,55,44,11,2,0,8,0,5,0,0,0,0,36,11,8,39,4,3,9,0,40,0,0,5,2,Matches,90c1f9a4
2322,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,28,1993,19.7,929,763,166,11,1,98,17,41,0,0,0,0,506,211,212,648,72,35,155,3,696,6,17,38,37,Matches,13203c45
2323,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,19,2001,16.3,957,804,153,75,1,171,71,29,68,25,33,0,644,72,241,73,851,14,10,3,762,3,18,20,12,Matches,e58cbfd5
2324,Jon Rowe,eng ENG,FWMF,Norwich City,eng Premier League,18,2003,2.5,71,68,3,1,0,16,2,5,2,1,0,1,60,6,5,12,57,0,0,0,50,1,4,3,4,Matches,8c12f884
2325,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,27,1994,32.5,1999,1901,98,55,0,194,54,2,0,0,0,0,1583,156,260,181,1665,88,4,5,1826,3,20,14,7,Matches,4b3e1a38
2326,Ruan,br BRA,DF,Sassuolo,it Serie A,22,1999,2.4,105,87,18,2,0,15,0,0,0,0,0,0,66,16,23,4,80,4,16,0,80,0,4,5,0,Matches,a378a02a
2327,Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,1.7,70,56,14,0,1,13,2,4,0,0,0,0,33,21,16,6,43,5,14,0,46,0,3,3,3,Matches,35d4f151
2328,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,1.5,29,14,15,1,0,4,0,0,0,0,0,0,17,1,11,2,21,0,0,4,19,0,1,0,0,Matches,da8b19e2
2329,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,28,1993,33.7,2447,2390,57,45,4,239,84,14,0,0,0,0,1924,153,370,651,1678,67,12,5,2162,9,31,42,20,Matches,18b896d6
2330,Sebastian Rudy,de GER,MF,Hoffenheim,de Bundesliga,31,1990,8.6,416,389,27,8,0,74,10,9,9,1,3,1,266,63,87,40,339,20,7,4,309,4,9,20,16,Matches,80f36c88
2331,Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,9.8,545,525,20,14,0,31,9,0,0,0,0,0,457,34,54,88,434,16,0,0,494,1,4,7,4,Matches,14b8fcdf
2332,Matteo Ruggeri,it ITA,DF,Salernitana,it Serie A,19,2002,7.5,303,255,48,5,0,25,9,22,0,0,0,0,147,58,98,201,36,17,43,1,208,0,8,14,9,Matches,ae9898c5
2333,Mário Rui,pt POR,DF,Napoli,it Serie A,30,1991,33.2,2455,2111,344,74,1,226,76,51,19,9,4,1,1535,446,474,1860,254,73,251,9,2071,9,23,67,51,Matches,0b5a292a
2334,Aitor Ruibal,es ESP,FWDF,Betis,es La Liga,25,1996,9.5,340,313,27,3,0,54,3,18,0,0,0,0,251,53,36,22,278,12,24,1,262,5,9,8,17,Matches,a55d8df5
2335,Isma Ruiz,es ESP,MF,Granada,es La Liga,20,2001,3.1,122,121,1,1,0,36,3,0,0,0,0,0,97,10,15,11,102,5,0,1,104,0,2,3,1,Matches,6e36226f
2336,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,25,1996,26.5,2200,2150,50,46,3,319,90,15,0,0,0,0,1688,248,264,1907,233,39,1,8,1971,5,13,65,31,Matches,c0c7ff58
2337,Víctor Ruiz,es ESP,DF,Betis,es La Liga,32,1989,15.8,898,865,33,29,0,115,28,0,0,0,0,0,690,56,152,634,169,54,4,5,783,2,11,13,8,Matches,b3dc6eca
2338,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32.0,1281,977,304,95,0,88,32,0,0,0,0,0,850,50,381,213,882,1,0,162,1045,1,33,18,0,Matches,625c144a
2339,Lukas Rupp,de GER,MF,Norwich City,eng Premier League,30,1991,8.5,393,390,3,1,2,71,9,4,0,0,0,0,286,55,52,60,315,10,1,3,327,4,10,13,12,Matches,3faa1780
2340,Alessandro Russo,it ITA,MF,Salernitana,it Serie A,17,2003,0.3,6,6,0,0,0,0,0,1,0,0,0,0,4,1,1,0,5,0,0,1,4,0,1,0,0,Matches,7152082d
2341,Franco Russo,ar ARG,DF,Mallorca,es La Liga,26,1994,16.3,653,610,43,37,0,93,19,0,0,0,0,0,401,69,183,70,495,54,2,3,497,1,14,20,9,Matches,b75ac54b
2342,Georginio Rutter,fr FRA,FWMF,Hoffenheim,de Bundesliga,19,2002,17.9,330,321,9,1,1,105,11,19,0,0,0,0,208,65,57,155,120,16,2,10,211,2,11,17,24,Matches,c64c01fc
2343,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3.0,107,74,33,13,0,8,2,0,0,0,0,0,42,6,59,13,70,0,1,14,68,0,3,1,1,Matches,4535e4bb
2344,Julian Ryerson,no NOR,DF,Union Berlin,de Bundesliga,23,1997,15.9,653,524,129,7,0,94,16,39,1,0,0,0,324,192,137,52,421,43,121,1,493,1,11,24,25,Matches,009a4f60
2345,José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,36.5,1089,744,345,86,0,48,15,0,0,0,0,0,546,46,497,66,731,3,0,197,740,3,31,14,1,Matches,903b6e8b
2346,Roli Pereira de Sa,fr FRA,MF,Nantes,fr Ligue 1,24,1996,6.4,278,270,8,1,0,53,3,5,3,0,3,0,213,35,30,206,47,12,1,2,232,1,3,11,8,Matches,60f58477
2347,Youssouf Sabaly,sn SEN,DF,Betis,es La Liga,28,1993,8.8,499,423,76,6,0,51,3,10,0,0,0,0,342,94,63,57,341,19,70,3,419,0,7,13,16,Matches,fbbb9269
2348,Mathys Saban,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,2002,0.8,18,18,0,0,0,5,0,1,0,0,0,0,11,5,2,3,12,2,0,0,13,0,0,0,1,Matches,7d9f3d69
2349,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,28,1993,3.9,151,120,31,1,0,21,2,5,0,0,0,0,71,41,39,11,101,4,30,2,96,0,6,10,9,Matches,0ccac09c
2350,Abdelhamid Sabiri,de GER,MFFW,Sampdoria,it Serie A,24,1996,9.9,345,313,32,18,1,80,18,5,7,4,0,2,236,45,64,45,263,9,5,6,261,4,4,9,17,Matches,4830e0af
2351,Marcel Sabitzer,at AUT,MFDF,Bayern Munich,de Bundesliga,27,1994,10.1,715,673,42,10,0,129,14,13,0,0,0,0,490,106,119,104,515,36,32,7,581,2,9,26,21,Matches,e280527c
2352,Marcel Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,27,1994,0.5,49,45,4,1,0,6,5,2,0,0,0,0,30,6,13,3,41,2,3,0,42,0,1,0,0,Matches,e280527c
2353,Falaye Sacko,ml MLI,DF,Saint-Étienne,fr Ligue 1,26,1995,7.4,430,394,36,15,0,47,10,4,0,0,0,0,344,41,45,16,377,12,21,0,369,0,8,10,8,Matches,6388e356
2354,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,22,1999,20.7,867,838,29,6,1,154,11,46,9,1,1,0,686,96,85,162,668,12,13,3,686,1,12,40,30,Matches,ee251371
2355,Rafiki Said Ahamada,fr FRA,MFFW,Brest,fr Ligue 1,21,2000,1.4,59,56,3,1,0,8,2,3,1,0,1,0,41,10,8,8,42,5,1,0,47,0,0,4,4,Matches,c2e5f306
2356,Wesley Saïd,fr FRA,FWMF,Lens,fr Ligue 1,26,1995,7.3,234,227,7,2,0,43,5,15,0,0,0,0,164,30,40,70,155,3,4,2,171,2,5,12,9,Matches,90fcf472
2357,Allan Saint-Maximin,fr FRA,FWMF,Newcastle Utd,eng Premier League,24,1997,31.2,758,733,25,1,6,174,29,69,0,0,0,0,572,100,86,80,640,17,5,2,547,6,21,30,53,Matches,2b16cb1a
2358,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,31,1990,30.1,1718,1665,53,40,0,166,39,7,0,0,0,0,1228,145,345,1385,179,99,13,2,1415,5,24,55,25,Matches,9fbbcf39
2359,Bukayo Saka,eng ENG,FWMF,Arsenal,eng Premier League,19,2001,33.1,1184,1090,94,15,0,240,36,72,59,47,1,5,848,151,185,898,224,20,19,3,892,4,14,55,50,Matches,bc7dc64d
2360,Mamadou Sakho,fr FRA,DF,Montpellier,fr Ligue 1,31,1990,28.6,1573,1511,62,53,1,147,18,0,0,0,0,0,1265,102,206,1194,270,68,3,3,1409,2,20,22,9,Matches,87935cf3
2361,Bakary Sako,ml MLI,FWMF,Saint-Étienne,fr Ligue 1,33,1988,1.7,44,37,7,3,0,14,1,2,0,0,0,0,32,8,4,33,5,1,0,3,32,0,1,3,1,Matches,381d7d54
2362,Jacopo Sala,it ITA,MF,Spezia,it Serie A,29,1991,9.8,478,454,24,21,0,68,12,7,0,0,0,0,351,60,67,46,395,28,2,0,406,2,8,12,7,Matches,da5a981b
2363,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,29,1992,30.7,1118,1108,10,0,16,199,14,51,1,1,0,0,862,139,117,908,161,24,6,11,869,6,16,59,50,Matches,e342ad68
2364,Eddie Salcedo,it ITA,MFFW,Spezia,it Serie A,19,2001,4.8,150,142,8,1,0,35,3,5,5,2,3,0,99,24,27,16,108,12,1,3,104,1,1,11,7,Matches,0489bb30
2365,William Saliba,fr FRA,DF,Marseille,fr Ligue 1,20,2001,36.0,3058,2965,93,71,2,294,48,6,0,0,0,0,2740,152,166,141,2806,48,21,6,2865,2,23,45,24,Matches,972aeb2a
2366,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1.0,32,28,4,1,0,1,2,0,0,0,0,0,20,4,8,19,5,0,0,8,29,0,1,0,0,Matches,74733221
2367,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,33.0,1780,1649,131,37,1,267,20,26,0,0,0,0,1179,131,470,1381,124,113,93,4,1375,2,35,45,23,Matches,0b33f6ad
2368,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,24,1997,17.2,502,487,15,3,4,116,10,38,2,2,0,0,297,97,108,84,351,29,10,6,335,2,6,35,38,Matches,bf075f6b
2369,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,29.6,1330,1218,112,53,2,150,38,7,0,0,0,0,975,148,207,227,949,61,59,8,1127,2,24,33,24,Matches,c3725db2
2370,Salvi,es ESP,MFFW,Cádiz,es La Liga,30,1991,15.5,356,328,28,6,0,55,9,42,6,0,4,0,182,77,97,40,283,9,16,1,222,1,10,18,22,Matches,405f267a
2371,Lazar Samardzic,de GER,MF,Udinese,it Serie A,19,2002,5.4,267,225,42,15,1,60,15,11,22,11,5,0,173,26,68,205,39,10,5,2,210,0,2,13,2,Matches,217c93a1
2372,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25,1996,18.4,732,717,15,12,0,162,16,3,0,0,0,0,534,80,118,90,569,41,1,8,589,2,14,23,21,Matches,08593525
2373,Mama Samba Baldé,gw GNB,FWMF,Troyes,fr Ligue 1,25,1995,19.1,433,419,14,2,2,127,10,17,0,0,0,0,315,74,44,70,314,13,6,12,298,1,8,23,33,Matches,fb14aa28
2374,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,21,1999,12.6,802,773,29,25,1,116,20,3,0,0,0,0,643,59,100,139,613,26,3,2,719,1,8,19,5,Matches,1b4f1169
2375,Junior Sambia,fr FRA,DFFW,Montpellier,fr Ligue 1,24,1996,17.0,730,581,149,10,0,95,21,48,2,0,1,0,420,150,160,101,461,18,137,0,562,1,13,36,13,Matches,24eb7ed6
2376,Luigi Samele,it ITA,FW,Sassuolo,it Serie A,19,2002,0.1,3,3,0,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,0,Matches,548fea2f
2377,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,24,1997,9.2,342,337,5,3,1,55,7,0,0,0,0,0,254,34,54,26,276,25,2,1,288,1,3,9,4,Matches,efecd633
2378,Antonio Sanabria,py PAR,FW,Torino,it Serie A,25,1996,20.0,490,467,23,1,2,184,15,4,0,0,0,0,294,112,84,90,297,31,1,19,370,0,9,11,18,Matches,0a447501
2379,Oihan Sancet,es ESP,FW,Athletic Club,es La Liga,21,2000,15.8,461,449,12,1,3,110,9,10,1,0,0,0,343,55,63,41,382,15,3,8,356,1,13,27,13,Matches,bdb624a3
2380,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,23,1997,18.3,1211,1129,82,33,4,177,83,38,34,9,18,1,851,123,237,121,1053,14,11,3,995,8,29,37,19,Matches,032f894e
2381,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,32,1988,9.8,457,425,32,10,3,88,26,14,19,7,5,1,278,71,108,27,412,5,0,3,355,1,7,19,13,Matches,2c0f8e9e
2382,Antonio Sánchez,es ESP,MFFW,Mallorca,es La Liga,24,1997,18.0,688,661,27,13,0,137,19,8,0,0,0,0,483,93,112,114,533,18,6,5,533,0,20,27,28,Matches,a254bbe0
2383,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,18.1,1088,1058,30,23,1,105,26,2,0,0,0,0,895,66,127,121,886,41,7,5,972,1,14,15,6,Matches,da7b447d
2384,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,1024,970,54,45,0,125,36,0,0,0,0,0,624,95,305,100,783,82,6,5,785,2,30,17,10,Matches,ea9b2ef9
2385,Juan Sánchez,es ESP,MF,Sevilla,es La Liga,17,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,0,0,2,0,0,0,0,Matches,ff4f78e1
2386,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,25.1,1169,925,244,8,0,190,28,58,1,1,0,0,608,276,285,737,137,44,235,6,878,2,21,44,46,Matches,ffacd3d5
2387,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37.0,1500,1190,310,79,0,118,56,0,0,0,0,0,840,50,610,206,1067,0,0,164,1053,6,43,31,5,Matches,6a713852
2388,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,21,2000,21.1,982,953,29,2,1,168,7,32,8,0,1,1,821,95,66,103,826,29,18,4,810,3,5,63,19,Matches,dbf053da
2389,Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,0.8,27,26,1,0,0,3,0,0,0,0,0,0,17,4,6,1,23,2,1,0,20,0,2,0,0,Matches,60740e70
2390,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,1096,961,135,22,0,145,25,39,0,0,0,0,721,199,176,805,104,42,112,9,926,4,10,28,25,Matches,0d82903c
2391,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,25,1996,22.0,1018,975,43,11,3,165,15,30,16,7,3,2,857,89,72,820,153,17,11,12,852,1,4,49,27,Matches,2b114be3
2392,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,35,1986,8.4,311,307,4,0,1,63,10,8,0,0,0,0,176,58,77,48,218,24,3,0,227,1,4,10,12,Matches,466824fb
2393,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,be625686
2394,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,26,1994,4.0,157,156,1,0,0,32,2,6,0,0,0,0,126,11,20,25,124,4,1,2,121,0,2,8,6,Matches,6e7f1353
2395,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,29,1991,10.0,336,288,48,16,0,56,21,24,25,16,4,0,224,36,76,51,270,6,5,1,237,0,6,17,16,Matches,7eb97a8e
2396,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26,1995,0.2,4,3,1,1,0,1,0,0,0,0,0,0,3,1,0,1,3,0,0,0,2,0,0,0,1,Matches,5e22e2a4
2397,Baptiste Santamaria,fr FRA,MFDF,Rennes,fr Ligue 1,26,1995,28.0,1569,1537,32,26,0,230,72,13,1,0,0,0,1199,133,237,104,1327,66,5,8,1359,2,29,34,22,Matches,5e22e2a4
2398,Federico Santander,py PAR,FWDF,Bologna,it Serie A,30,1991,0.7,30,28,2,0,0,12,0,1,0,0,0,0,15,6,9,2,18,3,0,0,20,0,0,1,3,Matches,df85d472
2399,Jesús Santiago,es ESP,MF,Valencia,es La Liga,17,2004,0.9,36,34,2,1,0,1,0,0,0,0,0,0,24,4,8,1,32,2,1,0,26,0,1,1,1,Matches,bc49fd34
2400,Samir Santos,br BRA,DF,Watford,eng Premier League,26,1994,18.6,659,644,15,14,1,86,15,0,0,0,0,0,439,66,154,485,93,54,1,0,537,2,18,3,7,Matches,92b4758e
2401,Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,15.8,687,622,65,28,1,73,9,12,0,0,0,0,455,58,174,497,108,21,34,3,551,1,12,24,15,Matches,92b4758e
2402,Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,0.1,7,6,1,0,0,0,0,1,0,0,0,0,5,1,1,0,6,0,1,0,7,0,0,0,0,Matches,cf59e05f
2403,Alvaro Sanz,es ESP,MF,Barcelona,es La Liga,20,2001,0.3,14,13,1,0,0,2,0,0,0,0,0,0,12,1,1,1,12,0,1,0,12,0,0,0,1,Matches,eaefa2d0
2404,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,29,1991,14.3,552,545,7,3,0,124,20,26,1,0,0,0,416,65,71,142,393,4,2,4,428,2,11,26,24,Matches,3bb7af3b
2405,Pablo Sarabia,es ESP,FW,Paris S-G,fr Ligue 1,29,1992,0.2,20,19,1,1,0,5,0,2,0,0,0,0,13,4,3,17,3,0,0,0,13,0,0,1,2,Matches,9744ff80
2406,Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,2.1,109,91,18,0,0,13,2,5,1,0,0,0,59,29,21,83,3,6,16,0,85,0,0,2,5,Matches,1c96ad85
2407,Josh Sargent,us USA,FWMF,Norwich City,eng Premier League,21,2000,17.5,402,393,9,0,0,121,1,13,0,0,0,0,269,75,58,80,243,31,5,8,298,0,7,20,20,Matches,a8d4428b
2408,Jeremy Sarmiento,ec ECU,FWMF,Brighton,eng Premier League,19,2002,0.5,20,19,1,0,0,5,0,0,0,0,0,0,13,4,3,1,16,1,1,0,14,1,0,3,0,Matches,ac0d576d
2409,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,0.7,44,39,5,0,0,7,2,6,0,0,0,0,32,10,2,7,31,0,5,0,30,0,2,3,1,Matches,1a4b9094
2410,Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,23,1998,20.7,467,458,9,2,0,96,13,48,0,0,0,0,313,79,75,24,398,30,4,3,330,0,8,27,27,Matches,bfdb33aa
2411,Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,6.1,473,440,33,11,0,40,8,4,0,0,0,0,386,38,49,383,53,9,22,1,424,0,9,3,6,Matches,4315f30d
2412,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,109,86,23,4,1,16,4,6,0,0,0,0,53,24,32,11,70,4,19,0,79,1,5,3,3,Matches,f9acf8bf
2413,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,0.1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches,b1f0b916
2414,Martin Satriano,it ITA,FW,Brest,fr Ligue 1,20,2001,10.4,176,160,16,1,1,40,2,5,0,0,0,0,107,34,35,10,130,19,1,3,131,2,6,7,6,Matches,86383d0e
2415,Martin Satriano,it ITA,FWMF,Inter,it Serie A,20,2001,0.4,10,10,0,0,0,2,0,0,0,0,0,0,4,1,5,0,5,3,0,0,6,0,0,0,0,Matches,86383d0e
2416,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,26.8,1618,1356,262,93,8,239,139,100,112,33,49,13,816,223,579,213,1295,55,29,9,1075,8,67,74,51,Matches,6bde367b
2417,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,583,562,21,19,0,61,17,3,0,0,0,0,438,40,105,67,447,40,2,0,495,2,12,5,9,Matches,79f2a5f5
2418,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,1378,1331,47,41,0,151,56,2,0,0,0,0,969,130,279,95,1136,86,6,3,1148,3,30,29,17,Matches,f6ac68c1
2419,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,1033,810,223,11,1,134,15,29,0,0,0,0,601,243,189,173,596,36,212,4,825,2,13,31,26,Matches,236f02cd
2420,Giorgio Scalvini,it ITA,DFMF,Atalanta,it Serie A,17,2003,8.5,507,482,25,16,0,69,4,2,0,0,0,0,358,43,106,73,372,29,9,3,415,1,8,9,8,Matches,1e9aa637
2421,Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,22,1999,23.8,564,509,55,1,1,164,18,5,0,0,0,0,358,118,88,45,430,34,0,10,421,1,8,22,21,Matches,8790f988
2422,Dane Scarlett,eng ENG,MF,Tottenham,eng Premier League,17,2004,0.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,Matches,21945a9e
2423,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,19,2001,9.2,194,183,11,0,0,53,3,15,0,0,0,0,89,50,55,18,106,24,10,5,109,0,7,20,8,Matches,52afb588
2424,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,22,1999,2.7,89,89,0,0,0,13,0,2,0,0,0,0,63,12,14,17,67,2,0,0,68,1,0,1,5,Matches,049751d7
2425,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24.0,953,871,82,71,2,101,63,6,0,0,0,0,528,86,339,119,743,51,11,2,679,6,29,37,12,Matches,c8aa95da
2426,Louis Schaub,at AUT,MFFW,Köln,de Bundesliga,26,1994,7.3,321,301,20,6,2,56,12,24,11,7,2,0,208,49,64,255,44,12,3,0,215,5,11,17,17,Matches,b50ec54b
2427,Andrea Schiavone,it ITA,MF,Salernitana,it Serie A,28,1993,6.3,243,207,36,15,0,21,17,6,19,3,12,3,164,23,56,20,207,11,1,0,203,1,3,3,5,Matches,4b55eb4d
2428,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25,1996,23.1,410,379,31,1,0,119,5,3,0,0,0,0,249,103,58,253,69,28,2,13,292,1,5,27,15,Matches,5d4f7d61
2429,Kingsley Schindler,de GER,DFMF,Köln,de Bundesliga,28,1993,3.9,191,151,40,1,0,33,2,15,0,0,0,0,86,33,72,23,111,8,39,2,104,1,5,6,17,Matches,bd527260
2430,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23,1997,11.6,452,442,10,9,0,121,12,8,0,0,0,0,321,56,75,296,119,22,1,2,349,1,12,18,13,Matches,8f056768
2431,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,24,1997,3.5,114,112,2,2,0,23,1,0,0,0,0,0,83,7,24,69,33,6,0,0,94,1,3,2,2,Matches,f6bdc830
2432,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,1725,1663,62,40,0,304,79,10,0,0,0,0,1173,176,376,1295,237,99,12,6,1410,6,42,38,29,Matches,34e12499
2433,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,28,1992,20.6,667,658,9,8,1,130,8,19,0,0,0,0,479,72,116,463,118,54,0,4,506,5,18,26,24,Matches,3312f911
2434,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37.0,1253,829,424,131,0,74,55,0,0,0,0,0,589,52,612,53,985,0,1,149,902,4,49,23,3,Matches,53af52f3
2435,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,327,269,58,4,0,57,4,13,2,1,1,0,175,69,83,44,207,13,52,2,252,1,5,16,9,Matches,088ca1bd
2436,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,1646,1306,340,12,0,197,20,74,0,0,0,0,764,354,528,197,1010,84,328,1,1163,5,31,101,62,Matches,ad00b1a8
2437,David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,85,67,18,0,0,9,1,4,0,0,0,0,38,16,31,51,11,4,18,0,61,0,6,2,0,Matches,1c341b14
2438,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,7.2,405,394,11,10,0,54,7,1,0,0,0,0,302,41,62,46,336,15,1,0,343,2,3,10,4,Matches,51b41c5c
2439,Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,26.6,1058,999,59,24,1,267,23,27,24,11,11,1,711,151,196,252,719,50,3,7,820,1,9,50,35,Matches,106bca06
2440,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,801,787,14,9,0,150,15,1,0,0,0,0,607,81,113,70,648,50,0,4,675,5,11,27,14,Matches,2cfae697
2441,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,667,562,105,7,1,73,4,15,0,0,0,0,464,111,92,401,131,24,98,1,554,0,12,24,20,Matches,fa274d97
2442,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21.0,994,802,192,46,0,112,16,0,0,0,0,0,670,28,296,161,728,0,0,86,821,2,16,5,3,Matches,87436846
2443,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,833,565,268,64,0,91,18,0,0,0,0,0,413,46,374,122,551,0,0,129,595,4,18,8,1,Matches,0d55d942
2444,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,98529579
2445,Demba Seck,sn SEN,FWMF,Torino,it Serie A,20,2001,1.6,44,44,0,0,0,13,0,1,0,0,0,0,38,4,2,38,2,2,0,0,36,0,0,1,0,Matches,16463a79
2446,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,es La Liga,29,1991,4.5,170,165,5,4,0,28,3,0,0,0,0,0,109,23,38,20,121,19,0,2,138,1,6,3,5,Matches,a35134ae
2447,Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,1104,1046,58,44,1,249,23,23,8,0,8,0,762,126,216,116,887,64,0,3,854,4,23,42,41,Matches,8872ed17
2448,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,665,648,17,6,0,84,7,2,0,0,0,0,534,48,83,112,483,39,11,1,584,1,7,19,3,Matches,cea59f02
2449,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,235,218,17,0,0,105,1,6,0,0,0,0,97,74,64,11,118,26,0,10,140,1,5,15,12,Matches,1238a3f9
2450,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37.0,954,660,294,58,0,71,26,0,0,0,0,0,492,32,430,71,704,0,0,139,692,3,23,3,1,Matches,834b5c4c
2451,Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,9.5,213,192,21,8,0,44,12,18,9,6,2,0,117,37,59,157,26,15,4,2,132,0,7,5,19,Matches,1770bd68
