,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches,-9999
2367,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,22,1999,33.0,1375,1780,77.2,27017,11298,497,575,86.4,699,829,84.3,168,344,48.8,0,0.5,-0.5,8,149,7,2,118,Matches,0b33f6ad
2368,Roland Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,24,1997,17.2,335,502,66.7,5597,1921,185,249,74.3,106,143,74.1,38,66,57.6,4,3.9,+0.1,19,22,24,13,40,Matches,bf075f6b
2369,Yoann Salmier,gf GUF,DF,Troyes,fr Ligue 1,28,1992,29.6,1127,1330,84.7,22135,8094,446,483,92.3,498,556,89.6,158,244,64.8,1,0.4,+0.6,8,59,4,1,74,Matches,c3725db2
2370,Salvi,es ESP,MFFW,Cádiz,es La Liga,30,1991,15.5,222,356,62.4,3485,1225,123,153,80.4,75,109,68.8,17,69,24.6,1,1.4,-0.4,9,11,15,5,26,Matches,405f267a
2371,Lazar Samardzic,de GER,MF,Udinese,it Serie A,19,2002,5.4,210,267,78.7,3961,1265,86,104,82.7,86,99,86.9,34,58,58.6,2,1.8,+0.2,19,21,6,0,23,Matches,217c93a1
2372,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,25,1996,18.4,589,732,80.5,10876,2526,246,282,87.2,262,314,83.4,68,99,68.7,0,0.6,-0.6,7,45,3,0,40,Matches,08593525
2373,Mama Samba Baldé,gw GNB,FWMF,Troyes,fr Ligue 1,25,1995,19.1,298,433,68.8,4713,1123,165,214,77.1,99,136,72.8,24,41,58.5,2,1.2,+0.8,17,27,15,1,44,Matches,fb14aa28
2374,Albert Sambi Lokonga,be BEL,MF,Arsenal,eng Premier League,21,1999,12.6,719,802,89.7,13212,2841,311,336,92.6,305,327,93.3,91,123,74.0,0,0.8,-0.8,18,64,17,1,61,Matches,1b4f1169
2375,Junior Sambia,fr FRA,DFFW,Montpellier,fr Ligue 1,24,1996,17.0,562,730,77.0,9621,3884,295,331,89.1,194,253,76.7,58,113,51.3,0,0.5,-0.5,10,44,15,8,62,Matches,24eb7ed6
2376,Luigi Samele,it ITA,FW,Sassuolo,it Serie A,19,2002,0.1,2,3,66.7,24,4,2,3,66.7,0,0,,0,0,,1,0.4,+0.6,1,0,0,0,0,Matches,548fea2f
2377,Fede San Emeterio,es ESP,MF,Cádiz,es La Liga,24,1997,9.2,288,342,84.2,5122,1209,143,161,88.8,104,118,88.1,38,51,74.5,0,0.4,-0.4,3,19,4,0,21,Matches,efecd633
2378,Antonio Sanabria,py PAR,FW,Torino,it Serie A,25,1996,20.0,370,490,75.5,5266,458,242,300,80.7,85,124,68.5,25,32,78.1,1,1.5,-0.5,14,11,5,0,11,Matches,0a447501
2379,Oihan Sancet,es ESP,FW,Athletic Club,es La Liga,21,2000,15.8,356,461,77.2,5487,1214,194,230,84.3,115,156,73.7,25,39,64.1,4,2.8,+1.2,24,33,23,2,45,Matches,bdb624a3
2380,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,23,1997,18.3,995,1211,82.2,21504,6078,358,401,89.3,401,466,86.1,215,298,72.1,5,3.3,+1.7,38,140,32,7,138,Matches,032f894e
2381,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,32,1988,9.8,355,457,77.7,6377,1723,174,196,88.8,110,138,79.7,55,90,61.1,2,1.7,+0.3,19,32,30,4,62,Matches,2c0f8e9e
2382,Antonio Sánchez,es ESP,MFFW,Mallorca,es La Liga,24,1997,18.0,533,688,77.5,9275,2527,262,299,87.6,191,231,82.7,63,114,55.3,0,0.3,-0.3,9,47,10,2,50,Matches,a254bbe0
2383,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,25,1996,18.1,972,1088,89.3,19470,5422,317,339,93.5,517,546,94.7,126,179,70.4,0,0.4,-0.4,4,78,8,1,52,Matches,da7b447d
2384,Germán Sánchez,es ESP,DF,Granada,es La Liga,34,1986,25.5,785,1024,76.7,17557,6189,222,248,89.5,380,435,87.4,167,314,53.2,1,0.2,+0.8,4,36,1,0,39,Matches,ea9b2ef9
2385,Juan Sánchez,es ESP,MF,Sevilla,es La Liga,17,2003,0.1,2,4,50.0,50,1,0,1,0.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches,ff4f78e1
2386,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,20,2000,25.1,878,1169,75.1,15019,6856,411,473,86.9,380,474,80.2,71,160,44.4,3,2.0,+1.0,19,79,36,14,101,Matches,ffacd3d5
2387,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37.0,1053,1500,70.2,30548,15632,163,164,99.4,545,556,98.0,345,777,44.4,0,0.4,-0.4,3,28,2,0,1,Matches,6a713852
2388,Jadon Sancho,eng ENG,FWMF,Manchester Utd,eng Premier League,21,2000,21.1,810,982,82.5,11532,2687,500,576,86.8,256,308,83.1,32,49,65.3,3,4.2,-1.2,41,27,36,6,72,Matches,dbf053da
2389,Philippe Sandler,nl NED,DF,Troyes,fr Ligue 1,24,1997,0.8,20,27,74.1,316,205,13,14,92.9,6,8,75.0,1,5,20.0,0,0.0,0.0,0,2,0,0,0,Matches,60740e70
2390,Alex Sandro,br BRA,DF,Juventus,it Serie A,30,1991,19.8,926,1096,84.5,17970,6280,340,387,87.9,456,506,90.1,116,168,69.0,1,1.4,-0.4,22,57,28,13,83,Matches,0d82903c
2391,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,25,1996,22.0,852,1018,83.7,13140,2921,483,552,87.5,271,320,84.7,64,84,76.2,7,6.0,+1.0,48,59,44,4,94,Matches,2b114be3
2392,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,35,1986,8.4,227,311,73.0,4263,1262,96,123,78.0,90,119,75.6,33,52,63.5,0,0.2,-0.2,2,29,9,2,31,Matches,466824fb
2393,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,17,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,be625686
2394,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,26,1994,4.0,121,157,77.1,2086,490,61,65,93.8,52,65,80.0,7,18,38.9,0,0.0,0.0,1,15,1,0,10,Matches,6e7f1353
2395,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,29,1991,10.0,237,336,70.5,3861,1121,115,143,80.4,75,98,76.5,27,65,41.5,3,2.1,+0.9,18,18,11,7,18,Matches,7eb97a8e
2396,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,26,1995,0.2,2,4,50.0,29,0,1,1,100.0,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,5e22e2a4
2397,Baptiste Santamaria,fr FRA,MFDF,Rennes,fr Ligue 1,26,1995,28.0,1359,1569,86.6,28402,6129,466,528,88.3,619,684,90.5,254,312,81.4,1,0.8,+0.2,18,104,12,4,90,Matches,5e22e2a4
2398,Federico Santander,py PAR,FWDF,Bologna,it Serie A,30,1991,0.7,20,30,66.7,321,67,10,16,62.5,6,6,100.0,2,2,100.0,0,0.1,-0.1,1,2,1,1,3,Matches,df85d472
2399,Jesús Santiago,es ESP,MF,Valencia,es La Liga,17,2004,0.9,26,36,72.2,483,121,9,12,75.0,12,14,85.7,4,8,50.0,0,0.0,0.0,0,0,0,0,2,Matches,bc49fd34
2400,Samir Santos,br BRA,DF,Watford,eng Premier League,26,1994,18.6,537,659,81.5,11529,3410,156,170,91.8,278,315,88.3,93,159,58.5,0,0.1,-0.1,2,24,2,0,22,Matches,92b4758e
2401,Samir Santos,br BRA,DF,Udinese,it Serie A,26,1994,15.8,551,687,80.2,10778,3953,212,231,91.8,264,309,85.4,69,129,53.5,0,0.1,-0.1,3,30,3,2,26,Matches,92b4758e
2402,Sergio Santos,es ESP,DF,Real Madrid,es La Liga,20,2001,0.1,7,7,100.0,133,37,4,4,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,1,0,1,1,0,Matches,cf59e05f
2403,Alvaro Sanz,es ESP,MF,Barcelona,es La Liga,20,2001,0.3,12,14,85.7,219,19,5,5,100.0,5,5,100.0,2,3,66.7,0,0.0,0.0,1,1,0,0,0,Matches,eaefa2d0
2404,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,29,1991,14.3,428,552,77.5,8046,2252,178,211,84.4,191,232,82.3,53,70,75.7,3,3.2,-0.2,20,32,28,6,79,Matches,3bb7af3b
2405,Pablo Sarabia,es ESP,FW,Paris S-G,fr Ligue 1,29,1992,0.2,13,20,65.0,202,14,9,10,90.0,3,5,60.0,1,4,25.0,0,0.0,0.0,0,0,0,0,0,Matches,9744ff80
2406,Marcelo Saracchi,uy URU,DF,Levante,es La Liga,23,1998,2.1,85,109,78.0,1686,639,42,50,84.0,27,35,77.1,16,19,84.2,1,0.3,+0.7,6,4,5,2,8,Matches,1c96ad85
2407,Josh Sargent,us USA,FWMF,Norwich City,eng Premier League,21,2000,17.5,298,402,74.1,3985,857,201,243,82.7,78,109,71.6,12,19,63.2,1,0.7,+0.3,13,6,3,0,20,Matches,a8d4428b
2408,Jeremy Sarmiento,ec ECU,FWMF,Brighton,eng Premier League,19,2002,0.5,14,20,70.0,178,32,8,12,66.7,5,7,71.4,0,0,,0,0.0,0.0,0,2,1,0,1,Matches,ac0d576d
2409,Bouna Sarr,sn SEN,DF,Bayern Munich,de Bundesliga,29,1992,0.7,30,44,68.2,540,141,10,16,62.5,19,22,86.4,1,4,25.0,0,0.0,0.0,0,1,0,0,3,Matches,1a4b9094
2410,Ismaila Sarr,sn SEN,FWMF,Watford,eng Premier League,23,1998,20.7,330,467,70.7,5383,1369,191,239,79.9,98,135,72.6,32,59,54.2,2,2.5,-0.5,20,21,22,4,45,Matches,bfdb33aa
2411,Malang Sarr,fr FRA,DF,Chelsea,eng Premier League,22,1999,6.1,424,473,89.6,8046,2294,155,163,95.1,212,227,93.4,52,72,72.2,0,0.4,-0.4,3,32,2,1,20,Matches,4315f30d
2412,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,79,109,72.5,1584,760,29,36,80.6,35,48,72.9,13,21,61.9,0,0.0,0.0,0,4,0,0,3,Matches,f9acf8bf
2413,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,0.1,1,1,100.0,16,16,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,b1f0b916
2414,Martin Satriano,it ITA,FW,Brest,fr Ligue 1,20,2001,10.4,131,176,74.4,1958,337,80,95,84.2,33,50,66.0,13,20,65.0,0,0.1,-0.1,3,2,1,0,7,Matches,86383d0e
2415,Martin Satriano,it ITA,FWMF,Inter,it Serie A,20,2001,0.4,6,10,60.0,70,10,3,6,50.0,2,3,66.7,0,0,,0,0.0,0.0,1,1,0,0,0,Matches,86383d0e
2416,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,29,1991,26.8,1075,1618,66.4,23315,7979,441,540,81.7,345,464,74.4,263,536,49.1,7,6.0,+1.0,59,149,42,16,157,Matches,6bde367b
2417,Esteban Saveljich,me MNE,DF,Rayo Vallecano,es La Liga,30,1991,18.9,495,583,84.9,11490,3004,105,117,89.7,283,307,92.2,102,144,70.8,0,0.3,-0.3,2,16,4,2,25,Matches,79f2a5f5
2418,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,30,1991,27.1,1148,1378,83.3,25360,7977,340,386,88.1,563,614,91.7,232,349,66.5,0,0.1,-0.1,2,75,1,0,80,Matches,f6ac68c1
2419,Joe Scally,us USA,DF,M'Gladbach,de Bundesliga,18,2002,21.2,825,1033,79.9,14774,4809,385,439,87.7,331,407,81.3,97,150,64.7,2,1.4,+0.6,16,44,15,8,71,Matches,236f02cd
2420,Giorgio Scalvini,it ITA,DFMF,Atalanta,it Serie A,17,2003,8.5,415,507,81.9,7449,2782,182,196,92.9,184,213,86.4,41,79,51.9,0,0.2,-0.2,4,38,5,0,49,Matches,1e9aa637
2421,Gianluca Scamacca,it ITA,FW,Sassuolo,it Serie A,22,1999,23.8,421,564,74.6,6698,1093,251,313,80.2,112,159,70.4,43,59,72.9,0,2.4,-2.4,26,26,13,1,32,Matches,8790f988
2422,Dane Scarlett,eng ENG,MF,Tottenham,eng Premier League,17,2004,0.0,1,1,100.0,12,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,21945a9e
2423,Kevin Schade,de GER,FWMF,Freiburg,de Bundesliga,19,2001,9.2,109,194,56.2,1552,676,66,98,67.3,32,58,55.2,7,24,29.2,1,0.7,+0.3,7,10,5,2,10,Matches,52afb588
2424,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,22,1999,2.7,68,89,76.4,1221,295,25,31,80.6,34,40,85.0,6,10,60.0,1,0.2,+0.8,3,6,2,0,9,Matches,049751d7
2425,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,29,1991,24.0,679,953,71.2,17637,7574,164,197,83.2,320,369,86.7,193,376,51.3,2,0.6,+1.4,6,76,14,1,44,Matches,c8aa95da
2426,Louis Schaub,at AUT,MFFW,Köln,de Bundesliga,26,1994,7.3,215,321,67.0,3710,1173,105,146,71.9,85,111,76.6,20,43,46.5,2,1.4,+0.6,9,17,13,3,35,Matches,b50ec54b
2427,Andrea Schiavone,it ITA,MF,Salernitana,it Serie A,28,1993,6.3,203,243,83.5,4265,1404,75,85,88.2,84,89,94.4,40,62,64.5,0,0.6,-0.6,10,19,4,0,17,Matches,4b55eb4d
2428,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,25,1996,23.1,292,410,71.2,4403,736,174,229,76.0,89,118,75.4,23,32,71.9,3,2.4,+0.6,15,12,10,0,21,Matches,5d4f7d61
2429,Kingsley Schindler,de GER,DFMF,Köln,de Bundesliga,28,1993,3.9,104,191,54.5,1984,875,38,53,71.7,51,76,67.1,14,48,29.2,2,1.1,+0.9,5,12,8,6,22,Matches,bd527260
2430,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,23,1997,11.6,349,452,77.2,6556,1771,138,180,76.7,161,185,87.0,45,70,64.3,1,0.5,+0.5,4,43,6,1,46,Matches,8f056768
2431,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,24,1997,3.5,94,114,82.5,2226,606,19,24,79.2,49,53,92.5,26,35,74.3,0,0.0,0.0,1,6,1,0,3,Matches,f6bdc830
2432,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1999,30.9,1410,1725,81.7,31645,11379,415,476,87.2,699,768,91.0,282,437,64.5,1,1.5,-0.5,12,137,17,1,140,Matches,34e12499
2433,Jeffrey Schlupp,gh GHA,MFFW,Crystal Palace,eng Premier League,28,1992,20.6,506,667,75.9,9091,2347,217,264,82.2,227,290,78.3,52,79,65.8,1,1.8,-0.8,19,43,10,2,49,Matches,3312f911
2434,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37.0,902,1253,72.0,28636,16086,106,107,99.1,412,415,99.3,382,729,52.4,0,0.0,0.0,1,9,1,0,2,Matches,53af52f3
2435,Jonathan Schmid,fr FRA,DF,Freiburg,de Bundesliga,31,1990,6.5,252,327,77.1,4703,1966,104,119,87.4,102,133,76.7,35,51,68.6,1,0.6,+0.4,9,25,5,1,28,Matches,088ca1bd
2436,Benno Schmitz,de GER,DF,Köln,de Bundesliga,26,1994,26.9,1163,1646,70.7,23143,12925,417,496,84.1,563,745,75.6,175,351,49.9,5,4.3,+0.7,38,117,48,24,188,Matches,ad00b1a8
2437,David Schnegg,at AUT,DF,Venezia,it Serie A,22,1998,1.6,61,85,71.8,1281,604,27,30,90.0,22,31,71.0,12,24,50.0,0,0.0,0.0,1,3,1,0,5,Matches,1c341b14
2438,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,31,1989,7.2,343,405,84.7,6146,1668,160,176,90.9,144,169,85.2,35,50,70.0,1,0.3,+0.7,4,26,3,1,31,Matches,51b41c5c
2439,Alessandro Schöpf,at AUT,MF,Arminia,de Bundesliga,27,1994,26.6,820,1058,77.5,13677,3627,407,502,81.1,300,365,82.2,82,128,64.1,0,2.7,-2.7,43,65,27,7,88,Matches,106bca06
2440,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,24,1997,15.5,675,801,84.3,12089,3729,299,337,88.7,293,347,84.4,70,85,82.4,1,0.6,+0.4,13,75,13,0,73,Matches,2cfae697
2441,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,28,1993,9.3,554,667,83.1,9438,3528,243,274,88.7,257,301,85.4,42,62,67.7,2,0.9,+1.1,5,32,9,2,50,Matches,fa274d97
2442,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21.0,821,994,82.6,22427,12128,155,155,100.0,411,416,98.8,254,421,60.3,0,0.0,0.0,0,9,1,0,0,Matches,87436846
2443,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,595,833,71.4,18887,10944,85,85,100.0,248,251,98.8,261,496,52.6,0,0.0,0.0,1,6,0,0,0,Matches,0d55d942
2444,Valentino Scotta,es ESP,DF,Sevilla,es La Liga,19,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,98529579
2445,Demba Seck,sn SEN,FWMF,Torino,it Serie A,20,2001,1.6,36,44,81.8,529,79,22,28,78.6,12,14,85.7,1,1,100.0,0,0.0,0.0,0,1,2,0,2,Matches,16463a79
2446,Aleksandar Sedlar,rs SRB,DFMF,Mallorca,es La Liga,29,1991,4.5,138,170,81.2,3024,1070,34,40,85.0,75,86,87.2,27,38,71.1,0,0.0,0.0,2,6,0,0,10,Matches,a35134ae
2447,Paul Seguin,de GER,MF,Greuther Fürth,de Bundesliga,26,1995,23.4,854,1104,77.4,14984,4763,402,459,87.6,333,405,82.2,96,172,55.8,3,1.9,+1.1,21,92,18,6,116,Matches,8872ed17
2448,Alidu Seidu,gh GHA,DF,Clermont Foot,fr Ligue 1,21,2000,15.7,584,665,87.8,10793,2888,267,296,90.2,238,262,90.8,74,100,74.0,0,0.3,-0.3,6,19,0,0,21,Matches,cea59f02
2449,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,26,1995,11.2,140,235,59.6,1904,311,86,133,64.7,43,72,59.7,7,13,53.8,0,0.6,-0.6,9,5,4,2,8,Matches,1238a3f9
2450,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37.0,692,954,72.5,21366,13777,129,129,100.0,277,278,99.6,280,541,51.8,0,0.0,0.0,0,6,0,0,1,Matches,834b5c4c
2451,Ken Sema,se SWE,MFFW,Watford,eng Premier League,27,1993,9.5,132,213,62.0,2268,697,75,92,81.5,32,54,59.3,17,42,40.5,0,1.2,-1.2,11,7,3,3,4,Matches,1770bd68
2452,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,27,1993,23.7,908,1152,78.8,13728,4999,519,576,90.1,323,391,82.6,48,129,37.2,1,1.2,-0.2,16,51,10,2,72,Matches,d04b94db
2453,Lion Semić,de GER,DF,Dortmund,de Bundesliga,17,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches,87ebd8c9
2454,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1.0,22,37,59.5,785,557,2,2,100.0,8,8,100.0,12,27,44.4,0,0.0,0.0,0,0,0,0,0,Matches,f02dde20
2455,Stefano Sensi,it ITA,MF,Inter,it Serie A,25,1995,1.9,106,124,85.5,1791,310,65,72,90.3,30,37,81.1,11,13,84.6,0,0.3,-0.3,4,8,1,1,5,Matches,b70bde8f
2456,Stefano Sensi,it ITA,MF,Sampdoria,it Serie A,25,1995,8.4,317,385,82.3,5931,1157,127,149,85.2,141,158,89.2,42,58,72.4,0,0.8,-0.8,9,24,4,0,34,Matches,b70bde8f
2457,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,15.5,384,565,68.0,15102,11441,53,53,100.0,110,112,98.2,217,396,54.8,0,0.0,0.0,0,20,1,0,0,Matches,343f753a
2458,Suat Serdar,de GER,MFFW,Hertha BSC,de Bundesliga,24,1997,24.6,428,590,72.5,8078,2321,189,235,80.4,160,205,78.0,66,106,62.3,0,1.5,-1.5,21,46,19,1,61,Matches,b3325a30
2459,Laurens Serpe,it ITA,DF,Genoa,it Serie A,20,2001,0.5,27,32,84.4,538,100,8,8,100.0,16,16,100.0,3,6,50.0,0,0.0,0.0,0,3,0,0,2,Matches,79d60e74
2460,Janni Serra,de GER,FW,Arminia,de Bundesliga,23,1998,12.4,197,294,67.0,2843,636,115,150,76.7,49,83,59.0,15,21,71.4,2,0.9,+1.1,13,20,7,0,23,Matches,40b58bfc
2461,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,0.8,35,45,77.8,543,93,19,24,79.2,12,16,75.0,2,2,100.0,0,0.0,0.0,0,0,1,0,3,Matches,0a8fd9cb
2462,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,18,2003,3.5,89,128,69.5,1371,409,48,55,87.3,32,39,82.1,6,24,25.0,0,0.1,-0.1,3,10,3,2,8,Matches,2ad0e5e5
2463,Zidan Sertdemir,dk DEN,MFFW,Leverkusen,de Bundesliga,16,2005,0.2,5,7,71.4,115,45,2,2,100.0,2,2,100.0,1,3,33.3,0,0.0,0.0,1,0,1,0,1,Matches,eec1f7f4
2464,Ryan Sessegnon,eng ENG,DF,Tottenham,eng Premier League,21,2000,11.6,315,424,74.3,5397,1473,157,186,84.4,123,158,77.8,33,57,57.9,2,2.9,-0.9,15,12,15,6,35,Matches,6aa3e78b
2465,Nils Seufert,de GER,MF,Greuther Fürth,de Bundesliga,24,1997,1.1,22,29,75.9,340,86,14,18,77.8,7,8,87.5,1,3,33.3,0,0.0,0.0,0,3,0,0,2,Matches,0da32a38
2466,Salva Sevilla,es ESP,MF,Mallorca,es La Liga,37,1984,16.7,798,988,80.8,15605,5234,342,386,88.6,304,345,88.1,140,228,61.4,3,2.8,+0.2,26,86,24,0,103,Matches,75bd85ea
2467,Stephan El Shaarawy,it ITA,DFFW,Roma,it Serie A,28,1992,11.7,487,586,83.1,8857,2380,226,258,87.6,207,239,86.6,51,71,71.8,0,2.4,-2.4,31,23,30,5,58,Matches,d3aaad90
2468,Jamie Shackleton,eng ENG,DFMF,Leeds United,eng Premier League,21,1999,7.9,352,409,86.1,5743,1663,173,189,91.5,146,166,88.0,26,32,81.3,0,0.0,0.0,2,20,3,0,18,Matches,8d03ca5a
2469,Xherdan Shaqiri,ch SUI,FWMF,Lyon,fr Ligue 1,29,1991,7.5,265,346,76.6,4762,1488,142,159,89.3,70,85,82.4,45,83,54.2,3,2.4,+0.6,16,23,18,2,39,Matches,6421ec64
2470,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,26,1995,17.8,938,1172,80.0,15632,6022,497,547,90.9,333,396,84.1,92,180,51.1,3,3.2,-0.2,39,62,17,6,78,Matches,9c94165b
2471,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,29,1992,22.0,733,914,80.2,17739,5353,217,239,90.8,299,350,85.4,206,305,67.5,1,0.8,+0.2,16,95,10,0,70,Matches,3727dd3c
2472,Aimar Sher,se SWE,MF,Spezia,it Serie A,18,2002,0.5,18,19,94.7,318,100,9,9,100.0,6,6,100.0,2,2,100.0,0,0.0,0.0,0,1,1,0,3,Matches,ef301f96
2473,Eldor Shomurodov,uz UZB,FWMF,Roma,it Serie A,26,1995,8.7,159,232,68.5,2317,645,95,129,73.6,43,61,70.5,12,19,63.2,4,2.2,+1.8,17,12,8,3,12,Matches,57469b2d
2474,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,17,2004,0.2,5,5,100.0,92,21,2,2,100.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches,00f0482f
2475,Mahame Siby,ml MLI,MFDF,Strasbourg,fr Ligue 1,25,1996,0.2,4,6,66.7,78,5,2,2,100.0,1,2,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches,6d075c67
2476,Aboubakar Sidibé,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1996,0.1,3,4,75.0,42,9,2,2,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,0,Matches,ae5b93a0
2477,Alassane Sidibe,ci CIV,FW,Atalanta,it Serie A,19,2002,0.1,2,3,66.7,24,0,1,1,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches,f944979d
2478,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,29,1992,10.5,596,751,79.4,11239,4212,265,295,89.8,258,303,85.1,70,134,52.2,0,0.9,-0.9,6,61,13,7,55,Matches,4c5b714f
2479,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,23,1998,0.9,22,27,81.5,322,50,11,14,78.6,6,6,100.0,2,3,66.7,0,0.1,-0.1,1,1,1,0,1,Matches,9c2b1f11
2480,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,143,169,84.6,3478,939,20,22,90.9,84,89,94.4,36,54,66.7,0,0.0,0.0,0,3,0,0,3,Matches,0f933743
2481,Arnór Sigurðsson,is ISL,MFFW,Venezia,it Serie A,22,1999,2.0,39,50,78.0,517,129,24,30,80.0,13,14,92.9,1,4,25.0,0,0.0,0.0,2,2,1,0,7,Matches,f209b81e
2482,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,19,2002,1.9,59,92,64.1,1090,410,21,26,80.8,26,38,68.4,9,18,50.0,0,0.2,-0.2,2,1,1,1,5,Matches,313254a3
2483,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,32,1989,12.0,514,605,85.0,10595,2494,175,205,85.4,240,261,92.0,89,116,76.7,1,0.5,+0.5,8,40,6,2,48,Matches,d6f88a1d
2484,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,25,1995,23.1,415,560,74.1,5509,1291,259,332,78.0,116,152,76.3,13,25,52.0,3,2.5,+0.5,15,24,25,3,45,Matches,3effaa34
2485,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,26,1994,31.7,1698,1921,88.4,27192,4433,923,985,93.7,619,694,89.2,117,160,73.1,4,5.2,-1.2,54,102,42,9,88,Matches,3eb22ec9
2486,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,24,1997,29.6,1425,1876,76.0,25191,9252,653,726,89.9,624,773,80.7,134,307,43.6,8,5.8,+2.2,45,86,42,9,154,Matches,30af8b93
2487,David Silva,es ESP,MF,Real Sociedad,es La Liga,35,1986,19.1,913,1043,87.5,15626,3568,444,492,90.2,352,391,90.0,90,113,79.6,4,4.4,-0.4,40,74,43,5,97,Matches,e2716bd0
2488,Fábio Silva,pt POR,FW,Wolves,eng Premier League,19,2002,6.4,93,132,70.5,1268,238,61,75,81.3,23,33,69.7,4,7,57.1,0,0.2,-0.2,4,4,6,0,13,Matches,e7aa9d7c
2489,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,30,1991,7.9,247,342,72.2,4280,1876,111,135,82.2,103,128,80.5,26,57,45.6,0,0.0,0.0,2,16,1,0,19,Matches,4914ed4a
