,,,,,,,,,Total,,,,,Short,,,Medium,,,Long,,,,,Expected,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1112,Teun Koopmeiners,nl NED,MFDF,Juventus,it Serie A,27-247,1998,5.6,224,270,83.0,3893,1203,106,114,93.0,88,103,85.4,26,40,65.0,0,0.4,0.5,-0.4,7,23,2,0,26,Matches
1113,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,24-302,2001,5.0,247,265,93.2,3989,1116,113,119,95.0,115,122,94.3,11,14,78.6,0,0.0,0.1,0.0,1,19,0,0,21,Matches
1114,Filip Kostić,rs SRB,DFFW,Juventus,it Serie A,33-001,1992,2.6,118,164,72.0,2164,747,51,60,85.0,53,67,79.1,14,28,50.0,1,0.7,1.0,+0.3,9,7,5,5,7,Matches
1115,Charalampos Kostoulas,gr GRE,MFFW,Brighton,eng Premier League,18-156,2007,0.2,4,8,50.0,40,3,1,1,100.0,2,3,66.7,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1116,Eddy Kouadio,ci CIV,DF,Fiorentina,it Serie A,19-156,2006,0.5,10,14,71.4,153,23,5,5,100.0,5,6,83.3,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1117,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,27-166,1998,9.6,376,441,85.3,6403,2057,169,182,92.9,164,179,91.6,32,58,55.2,0,0.4,0.7,-0.4,6,32,5,4,33,Matches
1118,Arsène Kouassi,bf BFA,DFMF,Lorient,fr Ligue 1,21-052,2004,9.1,307,381,80.6,4981,1594,162,174,93.1,116,147,78.9,25,46,54.3,2,1.4,1.2,+0.6,12,16,8,6,28,Matches
1119,Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,22-201,2003,2.5,82,107,76.6,1383,577,37,43,86.0,36,48,75.0,6,12,50.0,0,0.0,0.1,0.0,0,7,1,1,7,Matches
1120,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,21-339,2003,8.0,377,446,84.5,7372,2904,135,146,92.5,192,210,91.4,47,82,57.3,0,0.2,0.3,-0.2,2,25,1,1,21,Matches
1121,Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18-135,2007,0.1,2,2,100.0,25,26,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1122,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,26-355,1998,7.4,488,556,87.8,7262,2015,289,310,93.2,168,192,87.5,20,31,64.5,0,0.1,0.6,-0.1,4,39,2,2,36,Matches
1123,Lancinet Kourouma,gn GUI,MF,Girona,es La Liga,21-217,2004,0.3,4,6,66.7,67,1,0,1,0.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1124,Hamza Koutoune,ma MAR,DF,Nice,fr Ligue 1,19-046,2006,0.0,5,6,83.3,34,2,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1125,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,31-180,1994,0.1,22,22,100.0,291,59,14,14,100.0,7,7,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1126,Goduine Koyalipou,cf CTA,FW,Levante,es La Liga,25-260,2000,1.7,20,34,58.8,337,145,10,18,55.6,8,13,61.5,2,2,100.0,0,0.3,0.2,-0.3,1,2,1,1,3,Matches
1127,Alex Král,cz CZE,MF,Union Berlin,de Bundesliga,27-167,1998,1.5,30,39,76.9,449,147,20,22,90.9,6,10,60.0,4,5,80.0,0,0.0,0.0,0.0,0,6,1,0,6,Matches
1128,Andrej Kramarić,hr CRO,MFFW,Hoffenheim,de Bundesliga,34-136,1991,5.4,215,275,78.2,3290,990,129,142,90.8,56,67,83.6,23,44,52.3,2,0.9,1.1,+1.1,9,16,8,3,20,Matches
1129,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,20-130,2005,1.5,33,47,70.2,908,667,8,8,100.0,14,14,100.0,11,25,44.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1130,Jean-Philippe Krasso,ci CIV,FW,Paris FC,fr Ligue 1,28-108,1997,5.0,74,110,67.3,993,109,47,66,71.2,20,26,76.9,3,5,60.0,1,0.7,0.7,+0.3,9,3,2,0,6,Matches
1131,Tom Krauß,de GER,DFMF,Köln,de Bundesliga,24-133,2001,3.7,173,195,88.7,3439,907,60,65,92.3,89,97,91.8,23,25,92.0,0,0.2,0.1,-0.2,3,24,2,0,21,Matches
1132,Ladislav Krejčí,cz CZE,DFMF,Wolves,eng Premier League,26-196,1999,7.0,357,419,85.2,7119,2407,116,131,88.5,200,211,94.8,41,69,59.4,1,0.7,1.0,+0.3,5,45,4,1,39,Matches
1133,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,26-196,1999,2.0,92,104,88.5,1526,560,39,43,90.7,49,51,96.1,2,7,28.6,0,0.0,0.0,0.0,0,5,0,0,6,Matches
1134,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,28-114,1997,5.0,311,374,83.2,5444,2193,135,142,95.1,139,165,84.2,27,48,56.3,0,0.6,0.5,-0.6,3,25,5,2,41,Matches
1135,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,23-289,2002,5.0,224,255,87.8,4956,1587,45,53,84.9,140,145,96.6,37,52,71.2,0,0.0,0.1,0.0,2,16,1,1,10,Matches
1136,Nikola Krstović,me MNE,FW,Atalanta,it Serie A,25-211,2000,4.8,97,126,77.0,1409,295,53,66,80.3,35,47,74.5,6,8,75.0,3,0.5,0.5,+2.5,8,4,2,0,13,Matches
1137,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,33-064,1992,6.3,226,276,81.9,3648,1165,111,122,91.0,98,117,83.8,11,22,50.0,1,0.3,0.5,+0.7,4,14,4,1,17,Matches
1138,Takefusa Kubo,jp JPN,MFFW,Real Sociedad,es La Liga,24-151,2001,5.5,135,188,71.8,1921,590,81,93,87.1,39,52,75.0,8,19,42.1,0,1.0,1.1,-1.0,10,7,6,0,16,Matches
1139,Mohammed Kudus,gh GHA,FWMF,Tottenham,eng Premier League,25-092,2000,9.7,219,302,72.5,3741,947,113,124,91.1,73,96,76.0,29,63,46.0,4,2.0,1.3,+2.0,14,13,13,8,23,Matches
1140,Nicolas-Gerrit Kühn,de GER,FW,Como,it Serie A,25-305,2000,3.7,83,113,73.5,1102,195,54,60,90.0,23,37,62.2,1,7,14.3,0,0.6,0.2,-0.6,7,6,5,1,7,Matches
1141,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,20-221,2005,0.7,9,17,52.9,143,44,4,4,100.0,5,11,45.5,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1142,Sael Kumbedi,fr FRA,DF,Wolfsburg,de Bundesliga,20-221,2005,1.2,35,43,81.4,623,251,13,14,92.9,20,25,80.0,2,3,66.7,0,0.0,0.0,0.0,1,3,1,0,4,Matches
1143,Marash Kumbulla,al ALB,DF,Mallorca,es La Liga,25-267,2000,2.4,121,148,81.8,2276,913,42,45,93.3,63,73,86.3,15,24,62.5,0,0.0,0.0,0.0,1,9,0,0,6,Matches
1144,Jonah Kusi-Asare,se SWE,FW,Fulham,eng Premier League,18-121,2007,0.0,1,2,50.0,23,19,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1145,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,18-121,2007,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1146,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,24-263,2001,4.7,254,290,87.6,3631,541,150,161,93.2,77,85,90.6,14,21,66.7,2,0.8,2.1,+1.2,9,9,11,3,20,Matches
1147,Godson Kyeremeh,fr FRA,FWMF,Le Havre,fr Ligue 1,25-141,2000,1.6,24,29,82.8,400,64,15,18,83.3,6,8,75.0,3,3,100.0,1,0.5,0.2,+0.5,3,0,3,3,0,Matches
1148,Adrián de la Fuente,es ESP,DF,Levante,es La Liga,26-249,1999,7.5,243,325,74.8,5267,2230,82,87,94.3,108,127,85.0,51,97,52.6,0,0.0,0.4,0.0,2,28,3,1,16,Matches
1149,Rémy Labeau Lascary,gp GLP,FWMF,Brest,fr Ligue 1,22-244,2003,1.5,22,27,81.5,341,45,13,15,86.7,8,9,88.9,1,2,50.0,0,0.0,0.1,0.0,1,1,0,0,2,Matches
1150,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,25-210,2000,10.0,368,422,87.2,7265,2410,114,126,90.5,210,223,94.2,42,66,63.6,1,0.6,0.2,+0.4,2,14,1,0,15,Matches
1151,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,21-222,2004,3.7,187,201,93.0,3441,1370,64,67,95.5,111,113,98.2,12,20,60.0,0,0.0,0.1,0.0,1,7,0,0,9,Matches
1152,Mayckel Lahdo,se SWE,MFFW,Nantes,fr Ligue 1,22-307,2002,2.5,50,57,87.7,772,89,25,27,92.6,20,21,95.2,4,4,100.0,0,0.2,0.0,-0.2,2,4,1,0,3,Matches
1153,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,28-159,1997,7.9,455,520,87.5,6108,1785,288,306,94.1,137,157,87.3,14,23,60.9,3,2.4,1.7,+0.6,18,34,14,3,60,Matches
1154,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,34-030,1991,9.9,398,535,74.4,9315,3548,109,124,87.9,186,230,80.9,101,156,64.7,1,1.3,1.7,-0.3,10,40,23,14,32,Matches
1155,Senne Lammens,be BEL,GK,Manchester Utd,eng Premier League,23-118,2002,4.0,81,185,43.8,3016,2536,7,7,100.0,35,37,94.6,39,141,27.7,0,0.0,0.0,0.0,0,3,0,0,0,Matches
1156,Tariq Lamptey,gh GHA,MFDF,Fiorentina,it Serie A,25-033,2000,0.3,8,11,72.7,112,19,6,8,75.0,2,3,66.7,0,0,,0,0.1,0.1,-0.1,2,0,1,1,0,Matches
1157,Noa Lang,nl NED,FWMF,Napoli,it Serie A,26-138,1999,1.5,63,90,70.0,1211,294,22,27,81.5,33,42,78.6,8,13,61.5,0,0.3,0.4,-0.3,4,2,5,2,12,Matches
1158,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,31-159,1994,6.2,339,376,90.2,7080,2459,104,113,92.0,193,202,95.5,42,57,73.7,0,0.0,0.1,0.0,0,26,0,0,29,Matches
1159,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,21-128,2004,5.2,222,277,80.1,3933,1277,99,114,86.8,102,120,85.0,19,32,59.4,2,0.3,0.3,+1.7,7,24,2,1,23,Matches
1160,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,31-356,1993,0.2,6,8,75.0,116,14,1,2,50.0,5,5,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1161,Toni Lato,es ESP,DF,Mallorca,es La Liga,27-346,1997,1.8,59,73,80.8,1024,301,28,33,84.8,24,32,75.0,6,7,85.7,0,0.0,0.0,0.0,2,3,1,1,4,Matches
1162,Josh Laurent,eng ENG,DFMF,Burnley,eng Premier League,30-180,1995,6.2,139,185,75.1,2104,519,67,76,88.2,65,78,83.3,3,19,15.8,0,0.2,0.2,-0.2,1,9,1,0,13,Matches
1163,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,26-333,1998,5.9,110,146,75.3,1423,358,66,73,90.4,29,40,72.5,4,21,19.0,1,0.3,0.2,+0.7,5,7,4,0,14,Matches
1164,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,21-300,2004,1.2,63,68,92.6,1192,295,24,25,96.0,27,28,96.4,10,12,83.3,0,0.0,0.0,0.0,0,6,0,0,9,Matches
1165,Valentino Lazaro,at AUT,DFMF,Torino,it Serie A,29-223,1996,6.1,224,284,78.9,3960,1556,90,102,88.2,111,130,85.4,18,41,43.9,1,0.5,1.0,+0.5,7,18,10,6,25,Matches
1166,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,31-338,1993,1.7,60,74,81.1,987,357,30,32,93.8,24,30,80.0,5,8,62.5,0,0.0,0.0,0.0,0,3,1,1,4,Matches
1167,Théo Le Bris,fr FRA,DF,Lorient,fr Ligue 1,23-032,2002,5.5,184,222,82.9,2741,724,112,124,90.3,63,76,82.9,7,13,53.8,1,0.6,0.9,+0.4,6,4,11,5,18,Matches
1168,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,28-091,1997,3.1,99,124,79.8,1876,695,29,34,85.3,60,66,90.9,9,21,42.9,0,0.0,0.1,0.0,1,5,1,0,7,Matches
1169,Enzo Le Fée,fr FRA,FWMF,Sunderland,eng Premier League,25-272,2000,6.0,173,221,78.3,2442,586,107,119,89.9,53,65,81.5,7,19,36.8,0,0.5,0.3,-0.5,6,15,5,2,14,Matches
1170,Raphael Le Guen,fr FRA,DF,Brest,fr Ligue 1,19-062,2006,0.1,2,4,50.0,32,0,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1171,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,28-356,1996,9.8,487,534,91.2,8731,3304,177,189,93.7,278,286,97.2,28,47,59.6,0,0.0,0.1,0.0,0,37,0,0,32,Matches
1172,Nicola Leali,it ITA,GK,Genoa,it Serie A,32-258,1993,9.0,150,237,63.3,4041,2646,31,31,100.0,74,75,98.7,45,130,34.6,0,0.1,0.0,-0.1,1,5,1,0,0,Matches
1173,Rafael Leão,pt POR,FW,Milan,it Serie A,26-145,1999,3.0,67,85,78.8,971,176,38,46,82.6,22,26,84.6,2,3,66.7,0,0.9,0.4,-0.9,3,5,3,0,8,Matches
1174,Pierre Lees-Melou,fr FRA,MF,Paris FC,fr Ligue 1,32-161,1993,8.1,371,436,85.1,6864,1860,161,183,88.0,158,174,90.8,45,62,72.6,1,0.5,0.5,+0.5,5,45,4,0,46,Matches
1175,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,32-161,1993,2.0,81,103,78.6,1719,603,31,32,96.9,33,39,84.6,16,27,59.3,0,0.2,0.3,-0.2,3,10,5,1,16,Matches
1176,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,32-085,1993,10.0,430,493,87.2,7907,3369,182,191,95.3,196,210,93.3,47,81,58.0,1,0.7,0.4,+0.3,4,14,2,1,13,Matches
1177,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,26-283,1999,5.6,110,165,66.7,2107,842,43,52,82.7,48,66,72.7,16,37,43.2,0,0.0,0.0,0.0,1,11,0,0,17,Matches
1178,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,27-168,1998,0.8,15,22,68.2,372,197,4,4,100.0,7,11,63.6,4,5,80.0,0,0.0,0.0,0.0,0,3,1,0,2,Matches
1179,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,34-166,1991,10.9,583,660,88.3,12401,4648,152,160,95.0,337,349,96.6,92,146,63.0,0,0.2,0.1,-0.2,6,42,0,0,26,Matches
1180,Youssef Lekhedim,es ESP,DF,Alavés,es La Liga,20-026,2005,4.5,152,218,69.7,2326,958,83,96,86.5,52,79,65.8,10,25,40.0,0,0.1,0.4,-0.1,2,11,4,1,11,Matches
1181,Iñigo Lekue,es ESP,DFFW,Athletic Club,es La Liga,32-182,1993,1.4,61,78,78.2,1039,281,30,33,90.9,29,36,80.6,2,8,25.0,0,0.0,0.1,0.0,0,6,2,1,6,Matches
1182,Thomas Lemar,fr FRA,MFFW,Girona,es La Liga,29-355,1995,2.2,89,122,73.0,1513,386,41,47,87.2,34,41,82.9,10,23,43.5,1,0.5,0.5,+0.5,8,11,2,0,20,Matches
1183,Félix Lemaréchal,fr FRA,MFFW,Strasbourg,fr Ligue 1,22-087,2003,5.4,165,216,76.4,2461,527,91,103,88.3,58,79,73.4,8,16,50.0,2,1.1,0.5,+0.9,7,13,1,0,19,Matches
1184,Tim Lemperle,de GER,FW,Hoffenheim,de Bundesliga,23-270,2002,5.4,82,117,70.1,1005,241,52,64,81.3,22,30,73.3,2,6,33.3,1,1.0,0.7,0.0,8,7,5,2,8,Matches
1185,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,30-138,1995,4.4,254,289,87.9,5172,2111,92,94,97.9,120,131,91.6,39,59,66.1,0,0.0,0.1,0.0,1,34,1,0,23,Matches
1186,Bernd Leno,de GER,GK,Fulham,eng Premier League,33-243,1992,10.0,304,394,77.2,7330,4718,65,65,100.0,175,175,100.0,64,153,41.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1187,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,32-364,1992,8.5,153,270,56.7,5024,3857,22,22,100.0,57,59,96.6,73,187,39.0,0,0.1,0.0,-0.1,1,4,0,0,0,Matches
1188,Esteban Lepaul,fr FRA,FW,Angers,fr Ligue 1,25-198,2000,1.9,22,36,61.1,318,72,11,15,73.3,11,16,68.8,0,4,0.0,0,0.2,0.0,-0.2,2,0,0,0,1,Matches
1189,Esteban Lepaul,fr FRA,FW,Rennes,fr Ligue 1,25-198,2000,7.2,102,130,78.5,1393,211,68,81,84.0,25,33,75.8,4,7,57.1,3,1.4,0.4,+1.6,6,7,3,1,10,Matches
1190,Johann Lepenant,fr FRA,MF,Nantes,fr Ligue 1,23-011,2002,5.9,165,207,79.7,3091,887,68,80,85.0,69,77,89.6,23,39,59.0,1,0.6,0.5,+0.4,8,18,4,0,27,Matches
1191,Mehdi Léris,dz ALG,DF,Pisa,it Serie A,27-163,1998,3.8,94,132,71.2,1648,677,41,44,93.2,35,45,77.8,13,28,46.4,0,0.3,0.4,-0.3,6,8,7,5,9,Matches
1192,Jefferson Lerma,co COL,MF,Crystal Palace,eng Premier League,31-008,1994,3.1,95,131,72.5,1644,639,47,56,83.9,37,45,82.2,9,24,37.5,1,0.1,0.1,+0.9,2,11,2,0,16,Matches
1193,Louis Leroux,fr FRA,DFMF,Nantes,fr Ligue 1,19-283,2006,8.3,227,314,72.3,4266,2044,96,118,81.4,99,122,81.1,28,59,47.5,1,0.4,0.5,+0.6,9,24,7,4,22,Matches
1194,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,37-073,1988,3.9,50,64,78.1,524,81,42,47,89.4,5,8,62.5,1,3,33.3,0,0.2,0.2,-0.2,2,2,1,0,4,Matches
1195,Jamie Leweling,de GER,FWMF,Stuttgart,de Bundesliga,24-249,2001,6.1,149,203,73.4,2131,588,84,91,92.3,51,74,68.9,8,20,40.0,3,1.5,1.9,+1.5,12,9,12,8,15,Matches
1196,Rico Lewis,eng ENG,DF,Manchester City,eng Premier League,20-346,2004,1.9,123,137,89.8,2051,462,57,61,93.4,55,58,94.8,9,13,69.2,1,1.0,0.9,0.0,2,12,1,0,19,Matches
1197,Keane Lewis-Potter,eng ENG,DFFW,Brentford,eng Premier League,24-253,2001,5.0,100,138,72.5,1739,628,44,45,97.8,40,54,74.1,14,31,45.2,1,0.6,0.4,+0.4,5,6,4,2,9,Matches
1198,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19-037,2006,1.0,56,62,90.3,954,126,26,26,100.0,27,30,90.0,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
1199,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,29-114,1996,6.8,367,460,79.8,7071,2283,119,121,98.3,204,240,85.0,39,86,45.3,0,0.1,0.2,-0.1,2,22,4,4,27,Matches
1200,Matthijs de Ligt,nl NED,DF,Manchester Utd,eng Premier League,26-082,1999,10.0,400,462,86.6,7459,2245,129,140,92.1,239,267,89.5,28,44,63.6,0,0.5,0.5,-0.5,2,19,5,3,16,Matches
1201,Victor Lindelöf,se SWE,MFDF,Aston Villa,eng Premier League,31-108,1994,0.3,9,11,81.8,153,44,3,3,100.0,6,7,85.7,0,0,,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1202,Jesper Lindstrøm,dk DEN,MF,Wolfsburg,de Bundesliga,25-246,2000,0.0,3,4,75.0,50,24,1,1,100.0,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1203,Luca Lipani,it ITA,MF,Sassuolo,it Serie A,20-168,2005,1.0,40,53,75.5,675,196,15,21,71.4,20,25,80.0,3,4,75.0,0,0.0,0.0,0.0,1,5,0,0,3,Matches
1204,Pol Lirola,es ESP,MFDF,Marseille,fr Ligue 1,28-081,1997,0.4,11,17,64.7,145,45,7,8,87.5,3,6,50.0,0,0,,0,0.1,0.1,-0.1,1,0,1,0,2,Matches
1205,Adrián Liso,es ESP,FWMF,Getafe,es La Liga,20-214,2005,7.7,87,135,64.4,1147,222,61,81,75.3,18,29,62.1,4,11,36.4,0,0.0,0.2,0.0,0,7,1,1,8,Matches
1206,Joseph Liteta,zm ZAM,MF,Cagliari,it Serie A,19-253,2006,0.5,26,32,81.3,357,51,14,15,93.3,9,12,75.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1207,Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,22-355,2002,5.8,235,289,81.3,3777,1299,134,150,89.3,82,96,85.4,16,30,53.3,1,0.2,0.4,+0.8,3,24,5,2,24,Matches
1208,Javier Llabrés,es ESP,FWMF,Mallorca,es La Liga,23-052,2002,1.2,21,28,75.0,268,111,14,15,93.3,3,6,50.0,2,4,50.0,0,0.1,0.1,-0.1,1,1,1,1,2,Matches
1209,Diego Llorente,es ESP,DF,Betis,es La Liga,32-078,1993,0.5,27,36,75.0,544,196,10,11,90.9,13,15,86.7,4,10,40.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1210,Marcos Llorente,es ESP,DF,Atlético Madrid,es La Liga,30-276,1995,11.0,667,762,87.5,10787,3257,338,362,93.4,255,283,90.1,55,77,71.4,2,1.0,1.2,+1.0,8,41,14,3,51,Matches
1211,Gautier Lloris,fr FRA,DF,Le Havre,fr Ligue 1,30-107,1995,8.4,487,523,93.1,9963,2705,117,121,96.7,325,332,97.9,39,60,65.0,1,1.0,0.1,0.0,2,23,2,0,33,Matches
1212,Giovani Lo Celso,ar ARG,MF,Betis,es La Liga,29-207,1996,7.0,345,419,82.3,5268,1673,181,197,91.9,105,123,85.4,31,57,54.4,2,1.5,1.6,+0.5,18,38,20,4,51,Matches
1213,Danny Loader,cm CMR,MFFW,Auxerre,fr Ligue 1,25-066,2000,8.1,160,203,78.8,2320,538,97,114,85.1,44,54,81.5,10,17,58.8,0,0.7,0.4,-0.7,10,11,6,0,16,Matches
1214,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,30-342,1994,4.8,308,324,95.1,5014,1198,138,144,95.8,152,157,96.8,12,14,85.7,1,0.3,0.4,+0.7,6,21,4,0,31,Matches
1215,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,27-298,1998,7.5,468,535,87.5,8889,3244,172,188,91.5,235,255,92.2,55,74,74.3,0,0.3,0.4,-0.3,9,71,12,0,61,Matches
1216,Bradley Locko,fr FRA,DF,Brest,fr Ligue 1,23-180,2002,8.9,292,378,77.2,5091,2055,133,153,86.9,129,160,80.6,27,51,52.9,1,1.0,0.9,0.0,7,26,7,5,31,Matches
1217,Ruben Loftus-Cheek,eng ENG,MFFW,Milan,it Serie A,29-283,1996,3.6,98,118,83.1,1264,243,64,69,92.8,30,42,71.4,1,2,50.0,0,0.5,0.2,-0.5,4,7,4,0,12,Matches
1218,Sean Longstaff,eng ENG,MF,Leeds United,eng Premier League,28-003,1997,7.9,290,349,83.1,5324,1467,121,132,91.7,126,144,87.5,35,57,61.4,2,1.8,0.9,+0.2,18,18,3,2,22,Matches
1219,Ademola Lookman,ng NGA,FWMF,Atalanta,it Serie A,28-013,1997,4.1,93,118,78.8,1410,344,53,59,89.8,33,40,82.5,4,7,57.1,0,0.5,0.7,-0.5,9,1,10,3,14,Matches
1220,Anthony Lopes,pt POR,GK,Nantes,fr Ligue 1,35-032,1990,10.0,338,423,79.9,8768,5196,52,52,100.0,205,205,100.0,81,166,48.8,0,0.0,0.0,0.0,0,5,0,0,1,Matches
1221,David López,es ESP,DF,Mallorca,es La Liga,22-272,2003,0.7,16,19,84.2,325,106,5,5,100.0,9,10,90.0,2,4,50.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1222,David López,es ESP,DF,Girona,es La Liga,36-024,1989,2.2,152,173,87.9,2919,1089,50,50,100.0,81,85,95.3,17,31,54.8,0,0.0,0.0,0.0,0,8,0,0,13,Matches
1223,Diego López,es ESP,MFFW,Valencia,es La Liga,23-173,2002,8.9,140,208,67.3,2120,537,77,104,74.0,49,67,73.1,9,15,60.0,0,0.6,0.9,-0.6,6,15,4,0,25,Matches
1224,Fer López,es ESP,MFFW,Wolves,eng Premier League,21-162,2004,1.3,53,70,75.7,947,217,20,27,74.1,30,34,88.2,3,6,50.0,1,0.7,0.5,+0.3,3,7,6,0,14,Matches
1225,Fermin López,es ESP,MFFW,Barcelona,es La Liga,22-175,2003,3.7,129,163,79.1,1859,379,77,85,90.6,38,51,74.5,8,12,66.7,0,1.3,0.6,-1.3,4,13,4,0,17,Matches
1226,Javi López,es ESP,DF,Oviedo,es La Liga,23-222,2002,1.5,42,56,75.0,771,292,14,15,93.3,24,28,85.7,3,9,33.3,0,0.1,0.1,-0.1,3,2,1,1,3,Matches
1227,Julien López,dz ALG,FWMF,Paris FC,fr Ligue 1,33-246,1992,0.3,5,8,62.5,52,11,3,4,75.0,2,3,66.7,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1228,Maxime Lopez,fr FRA,MF,Paris FC,fr Ligue 1,27-333,1997,11.0,842,958,87.9,14056,4392,392,415,94.5,364,396,91.9,66,110,60.0,3,3.2,2.9,-0.2,28,84,20,4,114,Matches
1229,Pau López,es ESP,GK,Betis,es La Liga,30-324,1994,7.0,165,221,74.7,4722,3219,21,21,100.0,85,85,100.0,59,112,52.7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1230,Unai López,es ESP,MF,Rayo Vallecano,es La Liga,30-003,1995,6.3,358,418,85.6,6671,1698,128,138,92.8,180,197,91.4,43,66,65.2,2,0.7,0.5,+1.3,12,40,3,1,41,Matches
1231,Dachi Lordkipanidze,ge GEO,MF,Cremonese,it Serie A,20-239,2005,0.3,5,7,71.4,86,10,3,3,100.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1232,Lorran,br BRA,MF,Pisa,it Serie A,19-121,2006,0.1,7,9,77.8,124,21,3,5,60.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1233,Iker Losada,es ESP,MFFW,Levante,es La Liga,24-093,2001,0.4,12,19,63.2,165,43,6,9,66.7,5,7,71.4,0,2,0.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1234,Tom Louchet,fr FRA,DFMF,Nice,fr Ligue 1,22-182,2003,5.3,140,195,71.8,2043,748,90,105,85.7,37,54,68.5,11,25,44.0,2,1.7,1.0,+0.3,10,13,4,3,15,Matches
1235,Marius Louer,fr FRA,DF,Angers,fr Ligue 1,18-236,2007,0.1,11,13,84.6,208,92,4,4,100.0,6,6,100.0,1,2,50.0,0,0.0,0.1,0.0,1,2,1,1,2,Matches
